accession,genus,species,date,elevation,collector,latitude,longitude,,
V178016,Festuca,idahoensis,1972 Aug 24,1829-1920 m,Roy L. Taylor,52.8,-125.3,Verbatim from Collector/Sheet,no anthers
V150786,Hierochloe,alpina,1972 Aug 15,6200-6500 ft,Roy L. Taylor,52.8,-125.3,Verbatim from Collector/Sheet,anthers
V150787,Hierochloe,alpina,1972 Aug 15,7200 ft,Roy L. Taylor,52.8,-125.3,Verbatim from Collector/Sheet,anthers
V150789,Hierochloe,alpina,1972 Aug 15,6000-6800 ft,Roy L. Taylor,52.8,-125.3,Verbatim from Collector/Sheet,no anthers
V178482,Glyceria,striata,1982 Jul 14,732 m,S.G. Aiken,52.8,-122.38,Verbatim from Collector/Sheet,anthers
V178506,Deschampsia,elongata,1982 Jul 14,732 m,S.G. Aiken,52.8,-122.3,Verbatim from Collector/Sheet,anthers
V182403,Oryzopsis,asperifolia,1983 Jun 21,,Gerald B. Straley,52.8,-119.3,Verbatim from Collector/Sheet,no anthers
V145841,Festuca,saximontana,1972 Aug 15,6200 ft,Roy L. Taylor,52.8,-125.3,Verbatim from Collector/Sheet,anthers
V145850,Festuca,saximontana,1972 Aug 15,,Roy L. Taylor,52.8,-125.3,Verbatim from Collector/Sheet,anthers
V145851,Festuca,saximontana,1972 Aug 15,6200-6500 ft,Roy L. Taylor,52.8,-125.3,Verbatim from Collector/Sheet,anthers
V145842,Festuca,saximontana,1972 Aug 15,,Roy L. Taylor,52.8,-125.3,Verbatim from Collector/Sheet,anthers
V145845,Festuca,saximontana,1972 Aug 15,,Roy L. Taylor,52.8,-125.3,Verbatim from Collector/Sheet,anthers
V171036,Dactylis,glomerata,1980 Sep 08,,Trevor Goward,52.8,-120,Verbatim from Collector/Sheet,no anthers
V145843,Festuca,saximontana,1972 Aug 15,6200-6500 ft,Roy L. Taylor,52.8,-125.3,Verbatim from Collector/Sheet,anthers
V145844,Festuca,saximontana,1972 Aug 15,5350-5500 ft,Roy L. Taylor,52.8,-125.3,Verbatim from Collector/Sheet,anthers
V145849,Festuca,saximontana,1972 Aug 15,5700-5900 ft,Roy L. Taylor,52.8,-125.3,Verbatim from Collector/Sheet,anthers
V146140,Phleum,alpinum,1972 Aug 15,6000-6800 ft.,Roy L. Taylor,52.8,-125.3,Verbatim from Collector/Sheet,anthers
V146141,Phleum,alpinum,1972 Aug 15,6200-6500 ft.,Roy L. Taylor,52.8,-125.3,Verbatim from Collector/Sheet,anthers
V145867,Phleum,alpinum,1972 Aug 15,,Roy L. Taylor,52.8,-125.3,Verbatim from Collector/Sheet,anthers
V171036,Dactylis,glomerata,1980 Sep 08,,Trevor Goward,52.8,-120,Verbatim from Collector/Sheet,no anthers
V124392,Agrostis,exarata,1957 Aug 16,122 m,James A. Calder,52.8,-132.1,Verbatim from Collector/Sheet,anthers
V124309,Festuca,rubra,1957 Aug 16,2000 ft,James A. Calder,52.8,-132,Google Earth,no anthers
V146549,Agropyron,desertorum,1970 Aug 20,792 m,Vladimir J. Krajina,52.83,-119.28,BC_GeographicalName Table,anthers
V149276,Deschampsia,caespitosa,1969 Jul 23,,Vladimir J. Krajina,52.86,-132.24,BC_GeographicalName Table,anthers
V149352,Hordeum,brachyantherum,1969 Jul 24,,Vladimir J. Krajina,52.86,-132.24,BC_GeographicalName Table,no anthers
V170856,Festuca,brachyphylla,1980 Jul 24,2195 m,Trevor Goward,52.9,-119.9,Verbatim from Collector/Sheet,anthers
V170795,Glyceria,striata,1980 Jun 19,1036 m,Trevor Goward,52.9,-120.1,Verbatim from Collector/Sheet,anthers
V89396,Phleum,alpinum,1961 summer,100 ft,A. Peden,52.9,-172.9,Verbatim from Collector/Sheet,no anthers
V146139,Calamagrostis,canadensis,1972 Aug 15-25,5700-5900 ft,Roy L. Taylor,52.9,-125.2,Verbatim from Collector/Sheet,anthers
V214962,Agrostis,pallens,1998 Aug 16,730 m,Frank Lomer,52.9,-132.2,Verbatim from Collector/Sheet,anthers
V17738,Agrostis,gigantea,1944 Jul 22,,John W. Eastham,52.98,-122.49,BC_GeographicalName Table,anthers
V73455,Agrostis,gigantea,1917 Aug 16,,W.A. Newcombe,52.98,-122.49,BC_GeographicalName Table,anthers
V120139,Alopecurus,aequalis,1945 Jul 09,,Vernon C. Brink,52.98,-122.49,BC_GeographicalName Table,anthers
V19662,Hordeum,jubatum,1944 Jul 20,,John W. Eastham,52.98,-122.49,BC_GeographicalName Table,anthers
V18953,Elymus,canadensis,1944 Jul 22,,John W. Eastham,52.98,-122.49,BC_GeographicalName Table,anthers
V19011,Elymus,glaucus,1944 Jun 24,,John W. Eastham,52.98,-122.49,BC_GeographicalName Table,anthers
V222255,Calamagrostis,canadensis,2002 Aug 20,60 ft,Stephen S. Talbot,52.9873,-168.4612,Verbatim from Collector/Sheet,no anthers
V18096,Bromus,ciliatus,1944 Jul 18,,John W. Eastham,53,-122.5,Verbatim from Collector/Sheet,no anthers
V214098,Bromus,inermis,1975 Jul 17,1067 m/3500 ft,C.C. Chuang,53,-119,Verbatim from Collector/Sheet,anthers
V18235,Bromus,pumpellianus,1943 Sep 03,,Ian McTaggart Cowan,53,-118,Verbatim from Collector/Sheet,no anthers
V18236,Bromus,pumpellianus,1943 Sep 08,,Ian McTaggart Cowan,53,-118,Verbatim from Collector/Sheet,no anthers
V18374,Calamagrostis,purpurascens,1943 Sep 09,,Ian McTaggart Cowan,53,-118,Verbatim from Collector/Sheet,anthers
V92234,Elymus,repens,1958 Jul 31,4000 FT,Katherine I. Beamish,53,-121,,anthers
V92233,Alopecurus,aequalis,1958 Aug 01,975 m,Katherine I. Beamish,53,-121,Verbatim from Collector/Sheet,anthers
V18838,Deschampsia,elongata,1944 Jul 18,,John W. Eastham,53,-122.5,Verbatim from Collector/Sheet,anthers
V18643,Dactylis,glomerata,1944 Jul 07,,John W. Eastham,53,-126,Verbatim from Collector/Sheet,anthers
V92235,Elymus,glaucus,1958 Jul 31,1219 m,Katherine I. Beamish,53,-121,Verbatim from Collector/Sheet,anthers
V149183,Festuca,saximontana,1974 Aug 13,6300 ft,Vladimir J. Krajina,53,-121,Verbatim from Collector/Sheet,anthers
V124134,Agrostis,mertensii,1964 Jul 31,183 m,James A. Calder,53.02,-132.08,Verbatim from Collector/Sheet,anthers
V124262,Deschampsia,caespitosa,1964 Jul 31,183 m,James A. Calder,53.02,-132.08,Verbatim from Collector/Sheet,anthers
V124305,Deschampsia,caespitosa,1957 Aug 24,610 m,James A. Calder,53.03,-131.68,BC_GeographicalName Table,anthers
V237443,Agrostis,exarata,2007 Jul 25,12 m,Jeffery M. Saarela,53.052,-132.02,Verbatim from Collector/Sheet,anthers
V237474,Anthoxanthum,odoratum,2007 Jul 25,12 m,Jeffery M. Saarela,53.052,-132.02,Verbatim from Collector/Sheet,no anthers
V237517,Bromus,carinatus,2007 Jul 25,12 m,Jeffery M. Saarela,53.052,-132.02,Verbatim from Collector/Sheet,no anthers
V237528,Bromus,hordeaceus,2007 Jul 25,12 m,Jeffery M. Saarela,53.052,-132.02,Verbatim from Collector/Sheet,anthers
V237671,Festuca,rubra,2007 Jul 25,12 m,Jeffery M. Saarela,53.052,-132.02,Verbatim from Collector/Sheet,anthers
V17573,Agrostis,exarata,1945 Jul 15,,John W. Eastham,53.07,-121.52,BC_GeographicalName Table,anthers
V237442,Agrostis,exarata,2007 Jul 25,26 m,Jeffery M. Saarela,53.072,-132.071,Verbatim from Collector/Sheet,anthers
V237558,Calamagrostis,canadensis,2007 Jul 25,26 m,Jeffery M. Saarela,53.072,-132.071,Verbatim from Collector/Sheet,anthers
V237621,Deschampsia,caespitosa,2007 Jul 25,26 m,Jeffery M. Saarela,53.072,-132.071,Verbatim from Collector/Sheet,anthers
V237742,Phleum,pratense,2007 Jul 25,26 m,Jeffery M. Saarela,53.072,-132.071,Verbatim from Collector/Sheet,anthers
V214386,Calamagrostis,stricta,1997 Jul 20,60 m,Frank Lomer,53.08,-132.07,Verbatim from Collector/Sheet,anthers
V237456,Agrostis,stolonifera,2007 Jul 25,72 m,Jeffery M. Saarela,53.098,-132.054,Verbatim from Collector/Sheet,anthers
V237465,Alopecurus,geniculatus,2007 Jul 25,72 m,Jeffery M. Saarela,53.098,-132.054,Verbatim from Collector/Sheet,anthers
V237838,Elymus,glaucus,2007 Jul 25,72 m,Jeffery M. Saarela,53.098,-132.054,Verbatim from Collector/Sheet,anthers
V124943,Phleum,alpinum,1964 Jul 31,600 ft.,James A. Calder,53.1,-131.8,Verbatim from Collector/Sheet,anthers
V92241,Phleum,alpinum,1958 Jul 29,5800 ft.,Katherine I. Beamish,53.1,-121.6,Verbatim from Collector/Sheet,anthers
V60452,Phleum,alpinum,1954 Aug 08,5500 ft.,James A. Calder,53.1,-121.5,Verbatim from Collector/Sheet,anthers
V124531,Calamagrostis,canadensis,1964 Jul 18,,James A. Calder,53.1,-132,Verbatim from Collector/Sheet,anthers
V124139,Agrostis,scabra,1964 Aug 09,,James A. Calder,53.1,-132,Verbatim from Collector/Sheet,no anthers
V124122,Festuca,rubra,1964 Jul 17,1000-1300 ft,James A. Calder,53.1,-132.1,Google Earth,no anthers
V124959,Cinna,latifolia,1964 Jul 18,,James A. Calder,53.1,-132,Verbatim from Collector/Sheet,anthers
V237457,Agrostis,stolonifera,2007 Jul 25,28 m,Jeffery M. Saarela,53.105,-131.923,Verbatim from Collector/Sheet,anthers
V237475,Anthoxanthum,odoratum,2007 Jul 25,28 m,Jeffery M. Saarela,53.105,-131.923,Verbatim from Collector/Sheet,anthers
V237622,Deschampsia,caespitosa,2007 Jul 25,28 m,Jeffery M. Saarela,53.105,-131.923,Verbatim from Collector/Sheet,anthers
V237463,Alopecurus,pratensis,2007 Jun 25,67 m,Jeffery M. Saarela,53.107,-132.037,Verbatim from Collector/Sheet,anthers
V237638,Elymus,glaucus,2007 Jul 25,67 m,Jeffery M. Saarela,53.107,-132.037,Verbatim from Collector/Sheet,anthers
V149275,Deschampsia,elongata,1969 Jul 21,,Vladimir J. Krajina,53.12,-131.68,Verbatim from Collector/Sheet,anthers
V237518,Bromus,carinatus,2007 Jul 25,24 m,Jeffery M. Saarela,53.128,-131.806,Verbatim from Collector/Sheet,anthers
V237519,Bromus,carinatus,2007 Jul 25,4 m,Jeffery M. Saarela,53.169,-131.795,Verbatim from Collector/Sheet,no anthers
V18774,Deschampsia,caespitosa,1915 Jun 27,,George V. Copley,53.2,-123.1,Verbatim from Collector/Sheet,no anthers
V237516,Bromus,carinatus,2007 Jul 25,15 m,Jeffery M. Saarela,53.208,-131.99,Verbatim from Collector/Sheet,no anthers
V139947,Dactylis,glomerata,1970 Jul 27,5 m,N. Turner,53.22,-132.25,Verbatim from Collector/Sheet,anthers
V94538,Festuca,rubra,1961 Jun,,J.B. Foster,53.22,-132.15,Verbatim from Collector/Sheet,no anthers
V92249,Bromus,ciliatus,,4300 ft,Katherine I. Beamish,53.23,-121.38,BC_GeographicalName Table,no anthers
V92250,Agrostis,gigantea,1958 Jul 25,914 m,Katherine I. Beamish,53.23,-121.38,BC_GeographicalName Table,anthers
V163467,Glyceria,striata,1974 Aug 10,2400 ft,Vladimir J. Krajina,53.23,-122.42,Verbatim from Collector/Sheet,anthers
V92244,Elymus,trachycaulus,1958 Aug 06,4700 ft,Katherine I. Beamish,53.23,-121.38,BC_GeographicalName Table,anthers
V92238,Elymus,trachycaulus,1958 Jul 23,1311 m,Katherine I. Beamish,53.23,-121.38,BC_GeographicalName Table,anthers
V92245,Phleum,alpinum,,4300 ft.,Katherine I. Beamish,53.23,-121.38,BC_GeographicalName Table,anthers
V237479,Arrhenatherum,elatius,2007 Jul 25,3 m,Jeffery M. Saarela,53.247,-132.01,Verbatim from Collector/Sheet,anthers
V237478,Arrhenatherum,elatius,2007 Jul 25,4 m,Jeffery M. Saarela,53.248,-132.026,Verbatim from Collector/Sheet,anthers
V124130,Elymus,repens,1964 Jul 17,,James A. Calder,53.25,-131.82,BC_GeographicalName Table,no anthers
V124133,Phalaris,arundinacea,1964 Aug 18,,James A. Calder,53.25,-131.82,BC_GeographicalName Table,no anthers
V124393,Agrostis,exarata,1957 Jul 13,,James A. Calder,53.25,-132.08,BC_GeographicalName Table,anthers
V124132,Agrostis,gigantea,1964 Jul 23,,James A. Calder,53.25,-132.25,BC Geographical Names,anthers
V124398,Aira,caryophyllea,1957 Jun 01,,James A. Calder,53.25,-131.82,Verbatim from Collector/Sheet,anthers
V124396,Aira,praecox,1957 Jun 01,,James A. Calder,53.25,-131.82,Verbatim from Collector/Sheet,anthers
V124397,Aira,caryophyllea,1957 May 24,,James A. Calder,53.25,-132.02,Verbatim from Collector/Sheet,anthers
V124400,Anthoxanthum,odoratum,1957 May 29,,James A. Calder,53.25,-131.82,BC_GeographicalName Table,no anthers
V108707,Agrostis,gigantea,1946 Aug 25,,Ian McTaggart Cowan,53.25,-131.82,BC_GeographicalName Table,no anthers
V124295,Agrostis,gigantea,1957 Aug 12,,James A. Calder,53.25,-131.82,BC_GeographicalName Table,anthers
V124140,Agrostis,stolonifera,1964 Jul 14,,James A. Calder,53.25,-132.08,Verbatim from Collector/Sheet,anthers
V146452,Agrostis,gigantea,1969 Jul 21,,Vladimir J. Krajina,53.25,-131.82,BC_GeographicalName Table,anthers
V146454,Agrostis,mertensii,1969 Jul 21,,Vladimir J. Krajina,53.25,-131.82,BC_GeographicalName Table,anthers
V124303,Alopecurus,geniculatus,1957 May 29,,James A. Calder,53.25,-131.82,BC_GeographicalName Table,anthers
V124537,Cinna,latifolia,1964 Aug 16,,James A. Calder,53.25,-132.13,Verbatim from Collector/Sheet,anthers
V124304,Deschampsia,caespitosa,1957 Aug 08,152 m,James A. Calder,53.25,-132.32,Verbatim from Collector/Sheet,anthers
V124234,Festuca,rubra,1957 Jul 25,,James A. Calder,53.25,-132.08,BC_GeographicalName Table,no anthers
V124519,Elymus,glaucus,1964 Jul 09,,James A. Calder,53.25,-131.98,Verbatim from Collector/Sheet,no anthers
V124666,Dactylis,glomerata,1964 Jul 09,,James A. Calder,53.25,-131.98,Verbatim from Collector/Sheet,anthers
V124796,Leymus,mollis,1964 Jun 20,,James A. Calder,53.25,-131.82,BC_GeographicalName Table,anthers
V124235,Festuca,rubra,1957 Jun 23,,James A. Calder,53.25,-132.25,BC Geographical Names,anthers
V149359,Festuca,rubra,1969 Jul 21,,Vladimir J. Krajina,53.25,-131.82,BC_GeographicalName Table,no anthers
V237432,Agrostis,capillaris,2007 Jul 25,26 m,Jeffery M. Saarela,53.251,-132.119,Verbatim from Collector/Sheet,anthers
V237444,Agrostis,gigantea,2007 Jul 25,26 m,Jeffery M. Saarela,53.251,-132.119,Verbatim from Collector/Sheet,anthers
V237455,Agrostis,stolonifera,2007 Jul 25,26 m,Jeffery M. Saarela,53.251,-132.119,Verbatim from Collector/Sheet,anthers
V237515,Bromus,carinatus,2007 Jul 25,26 m,Jeffery M. Saarela,53.251,-132.119,Verbatim from Collector/Sheet,no anthers
V237607,Dactylis,glomerata,2007 Jul 25,26 m,Jeffery M. Saarela,53.251,-132.119,Verbatim from Collector/Sheet,anthers
V237694,Holcus,lanatus,2007 Jul 25,26 m,Jeffery M. Saarela,53.251,-132.119,Verbatim from Collector/Sheet,anthers
V237712,Leymus,mollis,2007 Jul 25,26 m,Jeffery M. Saarela,53.251,-132.119,Verbatim from Collector/Sheet,no anthers
V237713,Leymus,mollis,2007 Jul 25,26 m,Jeffery M. Saarela,53.251,-132.119,Verbatim from Collector/Sheet,no anthers
V237749,Poa,annua,2007 Jul 25,26 m,Jeffery M. Saarela,53.251,-132.119,Verbatim from Collector/Sheet,anthers
V237620,Deschampsia,caespitosa,2007 Jul 24,1020 m,Jeffery M. Saarela,53.261,-132.238,Verbatim from Collector/Sheet,no anthers
V237660,Festuca,occidentalis,2007 Jul 24,1020 m,Jeffery M. Saarela,53.261,-132.238,Verbatim from Collector/Sheet,no anthers
V237736,Phleum,alpinum,2007 Jul 24,1020 m,Jeffery M. Saarela,53.261,-132.238,Verbatim from Collector/Sheet,anthers
V237746,Poa,alpina,2007 Jul 24,1020 m,Jeffery M. Saarela,53.261,-132.238,Verbatim from Collector/Sheet,anthers
V143583,Phleum,alpinum,1973 Jul 27,,John Pinder-Moss,53.27,-132.25,Verbatim from Collector/Sheet,no anthers
V149278,Festuca,rubra,1969 Jul 23,,Vladimir J. Krajina,53.27,-132.57,Verbatim from Collector/Sheet,anthers
V149351,Hordeum,brachyantherum,1969 Jul 23,,Vladimir J. Krajina,53.27,-132.57,Verbatim from Collector/Sheet,anthers
V237735,Phleum,alpinum,2007 Jul 24,1018 m,Jeffery M. Saarela,53.27,-132.2351,Verbatim from Collector/Sheet,anthers
V237652,Festuca,brachyphylla,2007 Jul 15,2037 m,Diana M. Percy,53.2837,-120.3485,Verbatim from Collector/Sheet,anthers
V237441,Agrostis,exarata,2007 Jul 23,97 m,Jeffery M. Saarela,53.295,-132.148,Verbatim from Collector/Sheet,anthers
V237599,Cinna,latifolia,2007 Jul 23,97 m,Jeffery M. Saarela,53.295,-132.148,Verbatim from Collector/Sheet,anthers
V237636,Elymus,glaucus,2007 Jul 23,97 m,Jeffery M. Saarela,53.295,-132.148,Verbatim from Collector/Sheet,no anthers
V237637,Elymus,glaucus,2007 Jul 23,97 m,Jeffery M. Saarela,53.295,-132.148,Verbatim from Collector/Sheet,no anthers
V18102,Bromus,ciliatus,1914 Jun-Jul,2360 ft,J.A. Walker,53.3,-120.2,Ministry of Natural Resource Operations - BC Geographical Names,no anthers
V54013,Bromus,inermis,1950 Jul 17,,J.M. Gillett,53.3,-60.4,Verbatim from Collector/Sheet,anthers
V45287,Beckmannia,syzigachne,1946 Jul 11,,John W. Eastham,53.3,-120.16,BC_GeographicalName Table,anthers
V54088,Agropyron,cristatum,1950 Jul 29,,J.M. Gillett,53.3,-60.4,Verbatim from Collector/Sheet,anthers
V53969,Hordeum,jubatum,1950 Aug 03,,J.M. Gillett,53.3,-60.4,Verbatim from Collector/Sheet,no anthers
V54040,Cinna,latifolia,1950 Aug 26,,J.M. Gillett,53.3,-60.4,Verbatim from Collector/Sheet,anthers
V53965,Glyceria,borealis,1950 Aug 13,,J.M. Gillett,53.3,-60.4,Verbatim from Collector/Sheet,anthers
V27808,Deschampsia,caespitosa,1950 Aug 26,,J.M. Gillett,53.3,-60.1,Verbatim from Collector/Sheet,anthers
V54039,Deschampsia,caespitosa,1950 Aug 26,,J.M. Gillett,53.3,-60.1,Verbatim from Collector/Sheet,no anthers
V20089,Phleum,alpinum,1946 Jul 12,4500 ft,John W. Eastham,53.3,-120.16,BC_GeographicalName Table,no anthers
V178517,Festuca,occidentalis,1976 Jul 14,,Mary E. Barkworth,53.3,-120.16,BC_GeographicalName Table,anthers
V45274,Hierochloe,alpina,1946 Jul 12,6000 ft,John W. Eastham,53.3,-120.16,BC_GeographicalName Table,anthers
V45281,Festuca,saximontana,1946 Jul 12,5000-6000 ft,John W. Eastham,53.3,-120.16,BC_GeographicalName Table,anthers
V20247,Poa,arctica,1946 Jul 12,6000 ft,John W. Eastham,53.3,-120.16,BC_GeographicalName Table,anthers
V125149,Anthoxanthum,odoratum,1964 Jun 22,,James A. Calder,53.3,-131.8,Verbatim from Collector/Sheet,no anthers
V124114,Leymus,mollis,1957 Jul 21,,James A. Calder,53.3,-132.3,Ministry of Natural Resource Operations - BC Geographical Names,no anthers
V125151,Holcus,lanatus,1964 Jul 09,,James A. Calder,53.3,-132,Ministry of Natural Resource Operations - BC Geographical Names,anthers
V124880,Deschampsia,elongata,1964 Jun 20,,James A. Calder,53.3,-131.8,Verbatim from Collector/Sheet,anthers
V237454,Agrostis,stolonifera,2007 Jul 23,157 m,Jeffery M. Saarela,53.323,-132.171,Verbatim from Collector/Sheet,anthers
V237738,Phleum,alpinum,2007 Jul 14,2133 m,Diana M. Percy,53.3385,-120.1109,Verbatim from Collector/Sheet,anthers
V237748,Poa,alpina,2007 Jul 14,2030 m,Diana M. Percy,53.3385,-120.1109,Verbatim from Collector/Sheet,anthers
V237650,Festuca,baffinensis,2007 Jul 14,2133 m,Diana M. Percy,53.339,-120.1109,Verbatim from Collector/Sheet,anthers
V237513,Bromus,carinatus,2007 Jul 23,-4 m,Jeffery M. Saarela,53.34,-132.426,Verbatim from Collector/Sheet,no anthers
V237619,Deschampsia,caespitosa,2007 Jul 23,283 m,Jeffery M. Saarela,53.355,-132.33,Verbatim from Collector/Sheet,anthers
V237628,Deschampsia,elongata,2007 Jul 23,283 m,Jeffery M. Saarela,53.355,-132.33,Verbatim from Collector/Sheet,anthers
V54009,Elymus,trachycaulus,1950 Aug 19,,J.M. Gillett,53.4,-60.4,Verbatim from Collector/Sheet,no anthers
V53967,Leymus,mollis,1950 Jul 10,,J.M. Gillett,53.4,-60.4,Verbatim from Collector/Sheet,anthers
V54038,Glyceria,striata,1950 Jul 20,,J.M. Gillett,53.4,-60.5,Verbatim from Collector/Sheet,anthers
V20119,Phleum,alpinum,1943 Aug 17,,I. McT. Cowan,53.4,-118.5,Verbatim from Collector/Sheet,anthers
V124115,Leymus,mollis,1957 Jun 24,,James A. Calder,53.4,-131.92,Verbatim from Collector/Sheet,anthers
V237508,Bromus,carinatus,2007 Jul 22,11 m,Jeffery M. Saarela,53.422,-131.916,Verbatim from Collector/Sheet,no anthers
V124294,Agrostis,stolonifera,1957 Jul 18,,James A. Calder,53.46,-132.24,BC_GeographicalName Table,anthers
V245526,Deschampsia,caespitosa,1963 Jul 01,,Vernon C. Brink,53.46,-132.24,BC_GeographicalName Table,anthers
V54012,Elymus,repens,1950 Jul 30,,J.M. Gillett,53.5,-60.2,Verbatim from Collector/Sheet,no anthers
V19268,Festuca,baffinensis,1943 Aug 17,,Ian McTaggart Cowan,53.5,-118.5,Verbatim from Collector/Sheet,anthers
V19269,Festuca,saximontana,1943 Aug 17,,Ian McTaggart Cowan,53.5,-118.5,Verbatim from Collector/Sheet,anthers
V18800,Deschampsia,caespitosa,1943 Aug 17,,Ian McTaggart Cowan,53.5,-118.5,Verbatim from Collector/Sheet,anthers
V237469,Ammophila,arenaria,2007 Jul 23,3 m,Jeffery M. Saarela,53.567,-131.928,Verbatim from Collector/Sheet,anthers
V237514,Bromus,carinatus,2007 Jul 23,3 m,Jeffery M. Saarela,53.567,-131.928,Verbatim from Collector/Sheet,anthers
V124399,Ammophila,arenaria,1957 Aug 04,,James A. Calder,53.57,-131.93,BC_GeographicalName Table,anthers
V124699,Aira,caryophyllea,1964 Jun 04,,James A. Calder,53.57,-131.93,Verbatim from Collector/Sheet,anthers
V124119,Bromus,hordeaceus,1964 Jun 04,,James A. Calder,53.57,-131.93,BC_GeographicalName Table,no anthers
V124402,Cinna,latifolia,1957 Aug 09,,D.B.O. Savile,53.57,-132.33,Verbatim from Collector/Sheet,anthers
V124404,Deschampsia,elongata,1957 Aug 11,,James A. Calder,53.57,-131.93,Verbatim from Collector/Sheet,anthers
V124541,Festuca,rubra,1964 Jun 04,,James A. Calder,53.57,-131.93,Verbatim from Collector/Sheet,no anthers
V60304,Festuca,rubra,,,R. Pillsbury,53.57,-131.93,Verbatim from Collector/Sheet,anthers
V60305,Festuca,rubra,1952 Jul 07,,R. Pillsbury,53.57,-131.93,Verbatim from Collector/Sheet,anthers
V139945,Ammophila,arenaria,1970 Jul 22,5 m,N. Turner,53.58,-131.93,Verbatim from Collector/Sheet,no anthers
V237452,Agrostis,stolonifera,2007 Jul 22,15 m,Jeffery M. Saarela,53.582,-131.944,Verbatim from Collector/Sheet,anthers
V237509,Bromus,carinatus,2007 Jul 22,15 m,Jeffery M. Saarela,53.582,-131.944,Verbatim from Collector/Sheet,no anthers
V237617,Deschampsia,caespitosa,2007 Jul 22,15 m,Jeffery M. Saarela,53.582,-131.944,Verbatim from Collector/Sheet,anthers
V237627,Deschampsia,elongata,2007 Jul 22,15 m,Jeffery M. Saarela,53.582,-131.944,Verbatim from Collector/Sheet,anthers
V237668,Festuca,rubra,2007 Jul 22,15 m,Jeffery M. Saarela,53.582,-131.944,Verbatim from Collector/Sheet,anthers
